IM,NM,DR,RG,CM,TL,AT,Horario
3476,FARMACIA AHUMADA,"av. balmaceda nº 3242, int. lider",2,16,+560226313470,1,"{'semana': 'Lunes - Jueves: 09:00 a 22:00 hrs.<br>Viernes - Sábado: 09:00 a 23:00 hrs.<br>Domingo: 09:00 a 22:00 hrs.<br>Festivos: 09:00 a 23:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 23:00 hrs.<br>', 'turno': ''}"
314,FARMACIA AHUMADA,héroes de la concepción 2653  supermercado lider,1,5,+5602232740357,1,"{'semana': 'Lunes - Sábado: 08:30 a 19:00 hrs.<br>Domingo: 09:00 a 19:00 hrs.<br>Festivos: 09:00 a 19:00 hrs.<br>', 'dia': 'Viernes: 08:30 a 19:00 hrs.<br>', 'turno': ''}"
3453,FARMACIA AHUMADA ,eleuterio ramirez nº 2092,2,16,+560226313802,1,"{'semana': 'Lunes - Sábado: 09:00 a 21:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
5431,FARMACIA AHUMADA,"teresa wilms montt 2263, iquique",1,5,+569977757349,1,"{'semana': 'Lunes - Domingo: 08:30 a 18:00 hrs.<br>Festivos: 08:30 a 18:00 hrs.<br>', 'dia': 'Viernes: 08:30 a 18:00 hrs.<br>', 'turno': ''}"
3142,FARMACIA AHUMADA,o'higgins n° 561,3,21,+56232740394,1,"{'semana': 'Lunes: 09:30 a 21:00 hrs.<br>Martes: 09:30 a 23:00 hrs.<br>Miércoles - Viernes: 09:30 a 21:00 hrs.<br>Sábado: 10:00 a 20:00 hrs.<br>Domingo: 11:00 a 21:00 hrs.<br>', 'dia': 'Viernes: 09:30 a 21:00 hrs.<br>', 'turno': ''}"
3147,FARMACIA AHUMADA,av. copayapu n° 2296,3,21,+5602232740630,1,"{'semana': 'Lunes - Sábado: 09:00 a 22:00 hrs.<br>Domingo: 10:00 a 22:00 hrs.<br>Festivos: 10:00 a 22:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
9055,FARMACIA ALCACEUTICAL,manuel antonio matta 2858 iquique,1,5,+5656962371330,0,"{'semana': 'Lunes - Viernes: 09:00 a 19:00 hrs.<br>Sábado: 10:00 a 19:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 19:00 hrs.<br>', 'turno': ''}"
5964,FARMACIA ALGARROBO,"av. ramon perez opazo n° 2621, iquique",1,5,+5678249611,1,"{'semana': 'Lunes - Sábado: 10:00 a 18:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 10:00 a 18:00 hrs.<br>', 'turno': ''}"
6870,FARMACIA ALI SPA,ester pizarro perez 1253,2,13,,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
7211,FARMACIA ALMA,"los almendros n°3185, local 1 (acceso por la pampa)",1,11,+5602229201858,1,"{'semana': 'Lunes - Viernes: 08:00 a 21:00 hrs.<br>Sábado: 09:00 a 14:00 y 16:00 a 20:00 hrs.<br>Domingo: 10:00 a 14:00 y 16:00 a 20:00 hrs.<br>', 'dia': 'Viernes: 08:00 a 21:00 hrs.<br>', 'turno': ''}"
6413,FARMACIA ALOPATICA LA BOTIKA,"salvador allende n° 3432, oficina 101",1,5,+56572840214,0,"{'semana': 'Lunes - Viernes: 10:00 a 22:00 hrs.<br>Sábado: 11:00 a 22:00 hrs.<br>Domingo: Cerrado<br>Festivos: 11:00 a 22:00 hrs.<br>', 'dia': 'Viernes: 10:00 a 22:00 hrs.<br>', 'turno': ''}"
6410,FARMACIA ALOPATICA NOVAVITA,barros arana n° 1643,1,5,+56572781395,0,"{'semana': 'Lunes - Viernes: 10:00 a 18:00 hrs.<br>Sábado: 10:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 10:00 a 18:00 hrs.<br>', 'turno': ''}"
319,FARMACIA ARAUCO,vivar 976,1,5,+56572419122,1,"{'semana': 'Lunes - Viernes: 09:30 a 19:30 hrs.<br>Sábado: 10:30 a 15:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:30 a 19:30 hrs.<br>', 'turno': ''}"
4834,FARMACIA AURORA,carvallo n° 307,3,22,+56522541721,0,"{'semana': 'Lunes - Sábado: 10:00 a 14:00 y 16:00 a 21:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 10:00 a 14:00 y 16:00 a 21:00 hrs.<br>', 'turno': ''}"
4491,FARMACIA BARUCH,baquedano n°909,2,12,,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
3361,FARMACIA BELLO,avenida la tirana 3745 local 19,1,5,+562383585,0,"{'semana': 'Lunes - Domingo: 10:00 a 21:00 hrs.<br>Festivos: 10:00 a 21:00 hrs.<br>', 'dia': 'Viernes: 10:00 a 21:00 hrs.<br>', 'turno': ''}"
4495,FARMACIA BICENTENARIO,av. oscar bonilla nº 9204,2,12,,0,"{'semana': 'Lunes - Viernes: 09:00 a 21:00 hrs.<br>Sábado: 10:00 a 16:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
6071,FARMACIA BICENTENARIO II,huamachuco n°9594,2,12,+5655224196726,0,"{'semana': 'Lunes - Viernes: 09:00 a 21:00 hrs.<br>Sábado: 11:00 a 16:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
8051,FARMACIA BICENTENARIO III,avda ricaventura 11710,2,12,+5655 335 2750,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
7666,FARMACIA BIENESTAR,japon n°4281,1,11,+56936398160,0,"{'semana': 'Lunes - Viernes: 09:00 a 14:00 y 16:00 a 20:00 hrs.<br>Sábado: 09:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 14:00 y 16:00 a 20:00 hrs.<br>', 'turno': ''}"
7378,FARMACIA BIOPHARMA,"zegers n° 910, local 2 (acceso por amunátegui)",1,5,+562788563,0,"{'semana': 'Lunes - Sábado: 10:00 a 15:00 y 17:00 a 22:00 hrs.<br>Domingo: 11:00 a 15:00 y 17:00 a 21:00 hrs.<br>Festivos: 11:00 a 15:00 y 17:00 a 21:00 hrs.<br>', 'dia': 'Viernes: 10:00 a 15:00 y 17:00 a 22:00 hrs.<br>', 'turno': ''}"
6070,FARMACIA BUENASALUD,av. pedro aguirre cerda n°9448-b,2,12,+56995748367,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
4085,FARMACIA CENTRAL,sucre nº 393,2,12,,0,"{'semana': 'Lunes - Viernes: 08:00 a 20:00 hrs.<br>Sábado: 10:00 a 15:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 08:00 a 20:00 hrs.<br>', 'turno': ''}"
7646,FARMACIA CLINICA LA PORTADA,avda balmaceda n° 2648,2,12,+569979969158,0,"{'semana': 'Lunes - Viernes: 09:00 a 18:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 18:00 hrs.<br>', 'turno': ''}"
6869,FARMACIA COSTA NORTE,av. argentina n°2370,2,12,+5655227696242,0,"{'semana': 'Lunes - Sábado: 09:00 a 20:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 20:00 hrs.<br>', 'turno': ''}"
3153,FARMACIA CRUZ,gana n° 298,3,22,+56522315133,0,"{'semana': 'Lunes - Sábado: 10:00 a 14:00 y 17:00 a 22:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 10:00 a 14:00 y 17:00 a 22:00 hrs.<br>', 'turno': ''}"
321,FARMACIA CRUZ DEL SUR,avenida los cóndores 3824,1,11,+56572323097,0,"{'semana': 'Lunes - Domingo: 10:00 a 20:00 hrs.<br>', 'dia': 'Viernes: 10:00 a 20:00 hrs.<br>', 'turno': ''}"
3465,FARMACIA CRUZ VERDE,latorre nº 1965,2,16,+56552312133,0,"{'semana': 'Lunes - Viernes: 08:30 a 23:00 hrs.<br>Sábado: 09:00 a 23:00 hrs.<br>Domingo: 11:30 a 21:00 hrs.<br>Festivos: 11:30 a 21:00 hrs.<br>', 'dia': 'Viernes: 08:30 a 23:00 hrs.<br>', 'turno': ''}"
5485,FARMACIA CRUZ VERDE,"tarapaca n° 503, esq. obispo labbe",1,5,,0,"{'semana': 'Lunes - Sábado: 08:30 a 17:45 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 08:30 a 17:45 hrs.<br>', 'turno': ''}"
343,FARMACIA CRUZ VERDE,manuel rodriguez 964 local 8,1,5,+56572790185,0,"{'semana': 'Lunes - Viernes: 09:00 a 19:30 hrs.<br>Sábado: 09:30 a 19:30 hrs.<br>Domingo: 10:00 a 17:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 19:30 hrs.<br>', 'turno': ''}"
3298,FARMACIA CRUZ VERDE,caracoles nº359,2,501,+56552851285,0,"{'semana': 'Lunes - Sábado: 09:00 a 22:00 hrs.<br>Domingo: 10:30 a 14:00 y 16:00 a 22:00 hrs.<br>Festivos: 09:00 a 22:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
344,FARMACIA CRUZ VERDE,genaro gallo 2955 local 7,1,5,+56572248817,0,"{'semana': 'Lunes - Viernes: 09:00 a 23:00 hrs.<br>Sábado: 11:00 a 15:00 y 17:00 a 23:00 hrs.<br>Domingo: 11:30 a 14:30 y 17:00 a 23:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 23:00 hrs.<br>', 'turno': ''}"
3804,FARMACIA CRUZ VERDE,"av. balmaceda nº 2355, interior tottus",2,12,+56552533536,0,"{'semana': 'Lunes - Sábado: 09:00 a 22:00 hrs.<br>Domingo: 09:30 a 22:00 hrs.<br>Festivos: 09:30 a 22:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
4284,FARMACIA CRUZ VERDE,maipu n° 110  mall plaza copiapo,3,21,+56022237000,0,"{'semana': 'Lunes - Domingo: 10:00 a 21:30 hrs.<br>Festivos: 10:00 a 21:30 hrs.<br>', 'dia': 'Viernes: 10:00 a 21:30 hrs.<br>', 'turno': ''}"
5293,FARMACIA CRUZ VERDE,"avda. teresa wills montt n° 2263, iquique",1,5,+569974760492,0,"{'semana': 'Lunes - Viernes: 08:30 a 22:30 hrs.<br>Sábado: 09:00 a 22:30 hrs.<br>Domingo: 10:00 a 21:30 hrs.<br>Festivos: 10:00 a 21:30 hrs.<br>', 'dia': 'Viernes: 08:30 a 22:30 hrs.<br>', 'turno': ''}"
3128,FARMACIA CRUZ VERDE,atacama n° 567,3,21,+56522230220,0,"{'semana': 'Lunes - Domingo: 09:00 a 22:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
3806,FARMACIA CRUZ VERDE,14 de febrero nº2465,2,12,+56552268416,0,"{'semana': 'Lunes - Viernes: 09:00 a 22:00 hrs.<br>Sábado: 11:00 a 20:00 hrs.<br>Domingo: 10:30 a 21:00 hrs.<br>Festivos: 10:30 a 21:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
3329,FARMACIA CRUZ VERDE ,avenida ramon perez opazo nº 3161 local 5 y 6,1,11,+56572248754,0,"{'semana': 'Lunes - Viernes: 09:00 a 18:00 hrs.<br>Sábado: 10:00 a 18:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 18:00 hrs.<br>', 'turno': ''}"
5337,FARMACIA CRUZ VERDE,"av. pedro aguirre cerda nº 10850, local 10",2,12,+56026944000,0,"{'semana': 'Lunes - Sábado: 09:00 a 14:00 y 16:00 a 22:00 hrs.<br>Domingo: Cerrado<br>Festivos: 10:00 a 14:00 y 16:00 a 22:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 14:00 y 16:00 a 22:00 hrs.<br>', 'turno': ''}"
3469,FARMACIA CRUZ VERDE,"av. granaderos nº 3651, l-1070",2,16,+56552339575,0,"{'semana': 'Lunes - Sábado: 08:30 a 22:00 hrs.<br>Domingo: 09:00 a 22:00 hrs.<br>Festivos: 09:00 a 22:00 hrs.<br>', 'dia': 'Viernes: 08:30 a 22:00 hrs.<br>', 'turno': ''}"
322,FARMACIA CRUZ VERDE,héroes de la concepción 2555 l158-160a,1,5,+56572439694,0,"{'semana': 'Lunes - Domingo: 08:30 a 19:30 hrs.<br>', 'dia': 'Viernes: 08:30 a 19:30 hrs.<br>', 'turno': ''}"
3870,FARMACIA CRUZ VERDE,eleuterio ramirez nº1977-1979,2,16,+56552364724,0,"{'semana': 'Lunes - Viernes: 09:00 a 22:30 hrs.<br>Sábado: 10:00 a 22:30 hrs.<br>Domingo: 10:00 a 22:00 hrs.<br>Festivos: 10:00 a 22:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 22:30 hrs.<br>', 'turno': ''}"
3332,FARMACIA CRUZ VERDE,tarapaca 1695,1,5,+56572415437,0,"{'semana': 'Lunes - Viernes: 08:00 a 21:30 hrs.<br>Sábado - Domingo: 10:00 a 21:30 hrs.<br>Festivos: 10:00 a 21:30 hrs.<br>', 'dia': 'Viernes: 08:00 a 21:30 hrs.<br>', 'turno': ''}"
3492,FARMACIA CRUZ VERDE,av. argentina nº 01910,2,12,+56552560187,0,"{'semana': 'Lunes - Domingo: 09:00 a 21:30 hrs.<br>Festivos: 09:00 a 21:30 hrs.<br>', 'dia': 'Viernes: 09:00 a 21:30 hrs.<br>', 'turno': ''}"
3333,FARMACIA CRUZ VERDE,santiago polanco 2315 local 14,1,5,+56572441223,0,"{'semana': 'Lunes - Domingo: 10:00 a 23:00 hrs.<br>Festivos: 10:00 a 23:00 hrs.<br>', 'dia': 'Viernes: 10:00 a 23:00 hrs.<br>', 'turno': ''}"
3494,FARMACIA CRUZ VERDE,ignacio carrera pinto nº909,2,12,+56552551587,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
3790,FARMACIA CRUZ VERDE,arturo prat nº 543,2,12,+56552220654,0,"{'semana': 'Lunes - Viernes: 08:00 a 23:00 hrs.<br>Sábado: 09:30 a 22:00 hrs.<br>Domingo: 10:00 a 22:00 hrs.<br>Festivos: 10:00 a 22:00 hrs.<br>', 'dia': 'Viernes: 08:00 a 23:00 hrs.<br>', 'turno': ''}"
3791,FARMACIA CRUZ VERDE,arturo prat nº 640,2,12,+56552493164,0,"{'semana': 'Lunes - Viernes: 08:30 a 22:00 hrs.<br>Sábado: 09:00 a 22:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 08:30 a 22:00 hrs.<br>', 'turno': ''}"
3126,FARMACIA CRUZ VERDE,o'higgins  n° 500,3,21,+56522241213,0,"{'semana': 'Lunes - Viernes: 08:30 a 22:30 hrs.<br>Sábado: 09:00 a 22:30 hrs.<br>Domingo: 10:00 a 22:00 hrs.<br>Festivos: 10:00 a 22:00 hrs.<br>', 'dia': 'Viernes: 08:30 a 22:30 hrs.<br>', 'turno': ''}"
3473,FARMACIA CRUZ VERDE,av. grau nº 1060,2,16,+56552339770,0,"{'semana': 'Lunes - Viernes: 09:00 a 23:00 hrs.<br>Sábado: 10:00 a 22:30 hrs.<br>Domingo: 10:30 a 22:00 hrs.<br>Festivos: 10:30 a 22:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 23:00 hrs.<br>', 'turno': ''}"
3792,FARMACIA CRUZ VERDE,m. a. matta nº 2490,2,12,+56552220400,0,"{'semana': 'Lunes - Viernes: 08:30 a 23:00 hrs.<br>Sábado: 09:30 a 23:00 hrs.<br>Domingo: 10:00 a 23:00 hrs.<br>Festivos: 10:00 a 23:00 hrs.<br>', 'dia': 'Viernes: 08:30 a 23:00 hrs.<br>', 'turno': ''}"
3127,FARMACIA CRUZ VERDE,"av. copayapu  n° 2406, int. portal jumbo",3,21,+56522221622,0,"{'semana': 'Lunes - Sábado: 08:30 a 22:30 hrs.<br>Domingo: 09:00 a 22:30 hrs.<br>Festivos: 09:00 a 22:30 hrs.<br>', 'dia': 'Viernes: 08:30 a 22:30 hrs.<br>', 'turno': ''}"
3474,FARMACIA CRUZ VERDE,"av. balmaceda nº 3242, l-145",2,16,+56552319790,0,"{'semana': 'Lunes - Sábado: 08:30 a 22:30 hrs.<br>Domingo: 10:00 a 22:00 hrs.<br>Festivos: 10:00 a 22:00 hrs.<br>', 'dia': 'Viernes: 08:30 a 22:30 hrs.<br>', 'turno': ''}"
5661,FARMACIA CRUZ VERDE,"vivar n° 1091, iquique",1,5,+5692 28481008,0,"{'semana': 'Lunes - Viernes: 11:00 a 22:00 hrs.<br>Sábado: 11:00 a 21:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 11:00 a 22:00 hrs.<br>', 'turno': ''}"
335,FARMACIA CRUZ VERDE ,tarapaca 496,1,5,+56572425641,0,"{'semana': 'Lunes - Sábado: 08:30 a 20:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 08:30 a 20:30 hrs.<br>', 'turno': ''}"
3793,FARMACIA CRUZ VERDE,josé santos ossa nº2332,2,12,+56552490708,0,"{'semana': 'Lunes - Sábado: 08:30 a 22:30 hrs.<br>Domingo: 10:00 a 21:00 hrs.<br>Festivos: 10:00 a 22:00 hrs.<br>', 'dia': 'Viernes: 08:30 a 22:30 hrs.<br>', 'turno': ''}"
3129,FARMACIA CRUZ VERDE,"colipi  n° 484, mall plaza real",3,21,+56522242275,0,"{'semana': 'Lunes - Viernes: 09:00 a 22:00 hrs.<br>Sábado: 09:30 a 22:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
4083,FARMACIA CRUZ VERDE,av. pedro aguirre cerda nº 11385,2,12,,0,"{'semana': 'Lunes - Viernes: 08:00 a 21:00 hrs.<br>Sábado: 09:00 a 20:30 hrs.<br>Domingo: 09:00 a 19:00 hrs.<br>Festivos: 09:00 a 19:00 hrs.<br>', 'dia': 'Viernes: 08:00 a 21:00 hrs.<br>', 'turno': ''}"
4420,FARMACIA CRUZ VERDE,maipu nº 210,2,12,,0,"{'semana': 'Lunes - Viernes: 08:30 a 22:30 hrs.<br>Sábado: 09:00 a 22:00 hrs.<br>Domingo: 10:30 a 22:00 hrs.<br>Festivos: 10:30 a 22:00 hrs.<br>', 'dia': 'Viernes: 08:30 a 22:30 hrs.<br>', 'turno': ''}"
3450,FARMACIA CRUZ VERDE,sotomayor nº 1898,2,16,+56552343906,0,"{'semana': 'Lunes - Viernes: 08:30 a 23:30 hrs.<br>Sábado - Domingo: 10:00 a 22:30 hrs.<br>Festivos: 10:00 a 22:30 hrs.<br>', 'dia': 'Viernes: 08:30 a 23:30 hrs.<br>', 'turno': ''}"
3130,FARMACIA CRUZ VERDE,"av. los carrera n° 3356, stripcenter jumbo",3,21,+56522222482,0,"{'semana': 'Lunes - Sábado: 09:00 a 22:30 hrs.<br>Domingo: 10:00 a 22:00 hrs.<br>Festivos: 10:00 a 22:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 22:30 hrs.<br>', 'turno': ''}"
7212,FARMACIA CRUZ VERDE,"oficina salitrera victoria s/n, local n° 7126, primer nivel, etapa vii, mall zofri",1,5,,0,"{'semana': 'Lunes - Sábado: 11:00 a 18:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 11:00 a 18:30 hrs.<br>', 'turno': ''}"
3477,FARMACIA CRUZ VERDE,"av. chorrillos nº 1749, l-109, int jumbo",2,16,+56552346133,0,"{'semana': 'Lunes - Domingo: 08:30 a 22:30 hrs.<br>Festivos: 08:30 a 22:30 hrs.<br>', 'dia': 'Viernes: 08:30 a 22:30 hrs.<br>', 'turno': ''}"
323,FARMACIA CRUZ VERDE,heroes de la concepcion 2855,1,5,+56572248719,0,"{'semana': 'Lunes - Sábado: 08:30 a 21:30 hrs.<br>Domingo: 09:00 a 20:30 hrs.<br>Festivos: 09:00 a 20:30 hrs.<br>', 'dia': 'Viernes: 08:30 a 21:30 hrs.<br>', 'turno': ''}"
3672,FARMACIA CRUZ VERDE,c.c. oviedo cavada nº 5319,2,12,+56552495908,0,"{'semana': 'Lunes - Sábado: 09:00 a 22:00 hrs.<br>Domingo: 10:00 a 22:00 hrs.<br>Festivos: 10:00 a 22:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
6020,FARMACIA CRUZ VERDE,"chacabuco n° 209, int. unimarc",3,21,"+56226944000, anexo 51077",0,"{'semana': 'Lunes - Sábado: 09:00 a 22:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
337,FARMACIA CRUZ VERDE,av. arturo prat 1170 local 1,1,5,+56572416442,0,"{'semana': 'Lunes - Viernes: 08:30 a 20:30 hrs.<br>Sábado: 09:00 a 20:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 08:30 a 20:30 hrs.<br>', 'turno': ''}"
4139,FARMACIA CRUZ VERDE,barros arana 805,1,5,+56572210561,0,"{'semana': 'Lunes - Sábado: 09:30 a 21:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:30 a 21:30 hrs.<br>', 'turno': ''}"
3283,FARMACIA CRUZ VERDE,21 de mayo nº 1685-1687,2,19,+56552815523,0,"{'semana': 'Lunes - Viernes: 09:00 a 22:30 hrs.<br>Sábado: 09:30 a 22:00 hrs.<br>Domingo: 10:00 a 22:00 hrs.<br>Festivos: 10:00 a 22:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 22:30 hrs.<br>', 'turno': ''}"
5443,FARMACIA CRUZ VERDE,"av. los carrera n° 4723, paseo sn. fernando",3,21,+56981369881,0,"{'semana': 'Lunes - Viernes: 09:00 a 22:00 hrs.<br>Sábado - Domingo: 10:00 a 22:00 hrs.<br>Festivos: 10:00 a 22:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
3674,FARMACIA CRUZ VERDE,av. pedro aguirre cerda nº 9400,2,12,+56552236072,0,"{'semana': 'Lunes - Domingo: 10:00 a 22:00 hrs.<br>Festivos: 10:00 a 22:00 hrs.<br>', 'dia': 'Viernes: 10:00 a 22:00 hrs.<br>', 'turno': ''}"
338,FARMACIA CRUZ VERDE,vivar 706-710,1,5,+56572422908,0,"{'semana': 'Lunes - Viernes: 08:00 a 23:00 hrs.<br>Sábado - Domingo: 09:30 a 22:30 hrs.<br>Festivos: 09:30 a 22:30 hrs.<br>', 'dia': 'Viernes: 08:00 a 23:00 hrs.<br>', 'turno': ''}"
7251,FARMACIA CRUZ VERDE,ossa cerda n° 330,3,22,+5602226944000,0,"{'semana': 'Lunes - Viernes: 09:00 a 18:00 hrs.<br>Sábado: 09:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 18:00 hrs.<br>', 'turno': ''}"
