IM,NM,DR,RG,CM,TL,AT,Horario
7930,FARMACIA NORTHFARMA,"simon bolivar n°935, local 1",2,12,+5698630037,0,"{'semana': 'Sábado: 09:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
7326,FARMACIA NOVASALUD,almirante latorre 675,1,5,,0,"{'semana': 'Lunes - Viernes: 09:00 a 18:00 hrs.<br>Sábado: 09:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 18:00 hrs.<br>', 'turno': ''}"
5414,FARMACIA NOVAVITA,patricio lynch n° 426,1,5,+56989007959,0,"{'semana': 'Lunes - Viernes: 08:30 a 18:00 hrs.<br>Sábado: 10:30 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 08:30 a 18:00 hrs.<br>', 'turno': ''}"
3796,FARMACIA NOVOA,m. a. matta nº 2517,2,12,+56552268827,0,"{'semana': 'Lunes - Sábado: 09:00 a 13:45 y 16:30 a 20:45 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 13:45 y 16:30 a 20:45 hrs.<br>', 'turno': ''}"
8183,FARMACIA OPTIMUS,vivar n° 1320,1,5,+56979588788,0,"{'semana': 'Lunes - Viernes: 09:00 a 19:00 hrs.<br>Sábado: 09:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 19:00 hrs.<br>', 'turno': ''}"
5193,FARMACIA O´HIGGINS,"o´higgins 265, taltal",2,15,+56996915608,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
3159,FARMACIA PAEZ,raul barrionuevo  n° 156,3,24,+56522481455,0,"{'semana': 'Lunes - Sábado: 09:00 a 14:00 y 17:00 a 22:00 hrs.<br>Domingo: 10:30 a 14:00 y 18:30 a 22:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 14:00 y 17:00 a 22:00 hrs.<br>', 'turno': ''}"
5792,FARMACIA PENINSULA,filomena valenzuela n°295-c,1,5,+56957086446,1,"{'semana': 'Lunes - Sábado: 10:00 a 22:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 10:00 a 22:00 hrs.<br>', 'turno': ''}"
4905,FARMACIA PORTOFINO,merino jarpa n° 547,3,24,+56522513739,0,"{'semana': 'Lunes - Sábado: 10:30 a 13:30 y 16:30 a 21:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 10:30 a 13:30 y 16:30 a 21:30 hrs.<br>', 'turno': ''}"
4494,FARMACIA PROSALUD,simon bolivar nº 598,2,12,,0,"{'semana': 'Lunes - Viernes: 09:00 a 21:00 hrs.<br>Sábado: 10:00 a 20:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
3148,FARMACIA PUNTA NEGRA,av. los carrera n° 5926,3,21,+56522369900,0,"{'semana': 'Lunes - Viernes: 09:00 a 13:00 y 16:00 a 21:00 hrs.<br>Sábado: 09:00 a 13:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 13:00 y 16:00 a 21:00 hrs.<br>', 'turno': ''}"
5669,FARMACIA RED DE CLINICAS REGIONALES,infante n° 861,3,21,,0,"{'semana': 'Lunes - Viernes: 10:00 a 19:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 10:00 a 19:00 hrs.<br>', 'turno': ''}"
6840,FARMACIA REDNORTE,eleuterio ramirez n° 1340,1,5,+5656390165,0,"{'semana': 'Lunes - Viernes: 10:00 a 14:00 y 16:00 a 20:00 hrs.<br>Sábado: 12:30 a 20:00 hrs.<br>Domingo: Cerrado<br>Festivos: 12:30 a 20:00 hrs.<br>', 'dia': 'Viernes: 10:00 a 14:00 y 16:00 a 20:00 hrs.<br>', 'turno': ''}"
3659,FARMACIA RENDIC,juan bolivar n° 314,2,12,+56552543003,0,"{'semana': 'Lunes - Sábado: 10:00 a 22:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 10:00 a 22:00 hrs.<br>', 'turno': ''}"
4654,FARMACIA S Y G,granaderos n°2205,2,16,+56552866270,1,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
3409,FARMACIA SALCOBRAND,ruta a -16 3350 local 3 supermercado unimarc,1,11,+568006003606000,1,"{'semana': 'Lunes - Sábado: 08:30 a 14:00 y 14:30 a 20:00 hrs.<br>Domingo: 09:00 a 14:00 y 14:30 a 19:00 hrs.<br>Festivos: 09:00 a 14:00 y 14:30 a 19:00 hrs.<br>', 'dia': 'Viernes: 08:30 a 14:00 y 14:30 a 20:00 hrs.<br>', 'turno': ''}"
3412,FARMACIA SALCOBRAND,"heroes de la concepcion 2555, mall las americas",1,5,+56572483116,1,"{'semana': 'Lunes - Domingo: 08:30 a 19:30 hrs.<br>', 'dia': 'Viernes: 08:30 a 19:30 hrs.<br>', 'turno': ''}"
4623,FARMACIA SALCOBRAND,oficina petronila n°195 a y b,2,12,,1,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
3389,FARMACIA SALCOBRAND,vivar 647,1,5,+56572410171,1,"{'semana': 'Lunes - Viernes: 08:00 a 20:00 hrs.<br>Sábado: 09:00 a 20:00 hrs.<br>Domingo: 10:00 a 20:00 hrs.<br>', 'dia': 'Viernes: 08:00 a 20:00 hrs.<br>', 'turno': ''}"
5342,FARMACIA SALCOBRAND,av. balmaceda n°2355,2,12,,1,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
4419,FARMACIA SALCOBRAND,m. a. matta nº 2001,2,12,,1,"{'semana': 'Lunes - Sábado: 09:00 a 22:00 hrs.<br>Domingo: 10:00 a 22:00 hrs.<br>Festivos: 10:00 a 22:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
4655,FARMACIA SALCOBRAND,av. balmaceda n°2355,2,12,,1,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
3395,FARMACIA SALCOBRAND,tarapaca 538,1,5,+568006003606000,1,"{'semana': 'Lunes - Viernes: 08:00 a 20:00 hrs.<br>Sábado: 09:00 a 18:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 08:00 a 20:00 hrs.<br>', 'turno': ''}"
5994,FARMACIA SALCOBRAND,"av. copayapu n° 2406, l. 1008, portal jumbo",3,21,+560224223300,1,"{'semana': 'Lunes - Domingo: 09:00 a 19:00 hrs.<br>Festivos: 09:00 a 19:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 19:00 hrs.<br>', 'turno': ''}"
3399,FARMACIA SALCOBRAND,tarapaca 671-683,1,5,+56572471143,1,"{'semana': 'Lunes - Viernes: 08:30 a 21:00 hrs.<br>Sábado: 09:00 a 21:00 hrs.<br>Domingo: 10:00 a 20:00 hrs.<br>', 'dia': 'Viernes: 08:30 a 21:00 hrs.<br>', 'turno': ''}"
3401,FARMACIA SALCOBRAND,avenida arturo prat 1732,1,5,+56572518649,1,"{'semana': 'Lunes - Viernes: 08:00 a 20:00 hrs.<br>Sábado - Domingo: 09:00 a 20:00 hrs.<br>', 'dia': 'Viernes: 08:00 a 20:00 hrs.<br>', 'turno': ''}"
7225,FARMACIA SALCOBRAND L-752,avenida angamos 745,2,12,+5655224223300,1,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
3797,FARMACIA SAN LUIS,uribe nº 800,2,12,+56552779360,0,"{'semana': 'Lunes - Viernes: 09:00 a 21:30 hrs.<br>Sábado: 09:30 a 21:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 21:30 hrs.<br>', 'turno': ''}"
5866,FARMACIA SAN MARCO,av. los exploradores n°14123,2,12,+56996126649,0,"{'semana': 'Lunes - Sábado: 09:00 a 21:00 hrs.<br>Domingo: 10:00 a 21:00 hrs.<br>Festivos: 10:00 a 21:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
3155,FARMACIA SAN MARTIN,juan martinez n° 1107,3,25,+56522449032,0,"{'semana': 'Lunes - Viernes: 10:00 a 13:30 y 17:00 a 22:00 hrs.<br>Sábado: 10:30 a 13:30 y 17:00 a 22:00 hrs.<br>Domingo: 12:00 a 13:00 hrs.<br>Festivos: 12:00 a 13:00 hrs.<br>', 'dia': 'Viernes: 10:00 a 13:30 y 17:00 a 22:00 hrs.<br>', 'turno': ''}"
3180,FARMACIA SAN MIGUEL,av. 4 de julio n° 706,3,25,+56522475425,0,"{'semana': 'Lunes - Viernes: 09:30 a 14:00 y 16:00 a 21:30 hrs.<br>Sábado: 10:00 a 14:00 y 17:00 a 21:00 hrs.<br>Domingo: 11:00 a 14:00 hrs.<br>Festivos: 11:00 a 14:00 hrs.<br>', 'dia': 'Viernes: 09:30 a 14:00 y 16:00 a 21:30 hrs.<br>', 'turno': ''}"
7929,FARMACIA SAN PEDRO DE ATACAMA - FRACCION,vilama n° 425,2,501,+5687290062,0,"{'semana': 'Lunes - Sábado: 09:00 a 20:30 hrs.<br>Domingo: 09:00 a 13:15 y 14:30 a 16:30 hrs.<br>Festivos: 09:00 a 13:15 y 14:30 a 16:30 hrs.<br>', 'dia': 'Viernes: 09:00 a 20:30 hrs.<br>', 'turno': ''}"
4307,FARMACIA SANTO REMEDIO,ossa nº2046,2,12,+56552848981,0,"{'semana': 'Lunes - Viernes: 10:30 a 14:00 y 17:30 a 21:30 hrs.<br>Sábado: 10:30 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 10:30 a 14:00 y 17:30 a 21:30 hrs.<br>', 'turno': ''}"
4622,FARMACIA SIMI,maipu n°364,2,12,+56552222807,0,"{'semana': 'Lunes - Viernes: 09:00 a 22:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
5192,FARMACIA SUPERFARMA,m. a. matta n°2207,2,12,+56953463212,0,"{'semana': 'Lunes - Domingo: 10:00 a 22:00 hrs.<br>Festivos: 10:00 a 22:00 hrs.<br>', 'dia': 'Viernes: 10:00 a 22:00 hrs.<br>', 'turno': ''}"
6069,FARMACIA SYG II,avenida arturo prat 1597,2,16,+5680099140660,1,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
9201,FARMACIA TADEO HAENKE,avenida tadeo haenke 2099-a,1,5,+5693229037,0,"{'semana': 'Lunes - Sábado: 10:00 a 14:00 y 16:00 a 20:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 10:00 a 14:00 y 16:00 a 20:30 hrs.<br>', 'turno': ''}"
6056,FARMACIA TOCOPILLA,21 de mayo 1532-1524,2,19,+56931169654,0,"{'semana': 'Lunes - Sábado: 09:00 a 21:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
5369,FARMACIA TRI-O FARMA,"avda. salvador allende 2399, local 3, iquique",1,5,+56572431638,0,"{'semana': 'Lunes - Sábado: 10:00 a 19:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 10:00 a 19:00 hrs.<br>', 'turno': ''}"
7830,FARMACIA URIBE,uribe 815,2,12,+569968426756,0,"{'semana': 'Lunes - Viernes: 09:00 a 00:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 00:00 hrs.<br>', 'turno': ''}"
3160,FARMACIA VARAS,zuleta n° 150,3,24,+56522481105,0,"{'semana': 'Lunes - Viernes: 09:30 a 22:00 hrs.<br>Sábado: 10:00 a 13:30 y 17:00 a 22:00 hrs.<br>Domingo: 11:00 a 13:30 hrs.<br>', 'dia': 'Viernes: 09:30 a 22:00 hrs.<br>', 'turno': ''}"
7011,FARMACIA VENFARMA,"maipu n° 580, l. 1",3,21,+56522503156,0,"{'semana': 'Lunes - Sábado: 09:00 a 00:00 hrs.<br>Domingo: 10:00 a 15:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 00:00 hrs.<br>', 'turno': ''}"
8048,FARMACIA VERSAL,latorre 2716,2,12,+56968592317,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
3286,FARMACIA VICTORIA,21 de mayo nº 1513-1529,2,19,+56552813238,0,"{'semana': 'Lunes - Viernes: 09:00 a 23:00 hrs.<br>Sábado - Domingo: 10:00 a 22:00 hrs.<br>Festivos: 10:00 a 22:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 23:00 hrs.<br>', 'turno': ''}"
5605,FARMACIA VIDAMED,av. bernardo o'higgins n° 1404-a,1,5,+56984698218,0,"{'semana': 'Lunes - Viernes: 10:30 a 20:00 hrs.<br>Sábado: 11:00 a 17:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 10:30 a 20:00 hrs.<br>', 'turno': ''}"
5191,FARMACIA VISTA HERMOSA,oficina ausonia n°180,2,12,,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
3416,FARMACIA VITAL,avenida los alamos  1056-b,1,11,+56572243843,0,"{'semana': 'Lunes - Viernes: 08:00 a 21:30 hrs.<br>Sábado - Domingo: 09:00 a 21:30 hrs.<br>', 'dia': 'Viernes: 08:00 a 21:30 hrs.<br>', 'turno': ''}"
7182,FARMACIA VITAL SANTA ROSA,av. valparaíso n° 4382,1,11,+56572623266,0,"{'semana': 'Lunes - Viernes: 10:00 a 18:00 hrs.<br>Sábado: 10:00 a 15:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 10:00 a 18:00 hrs.<br>', 'turno': ''}"
7010,FARMACIA Y PERFUMERÍA MI VICTORIA,"av. los carrera n° 1160, l. 1",3,21,+569968589996,1,"{'semana': 'Lunes - Viernes: 09:30 a 19:30 hrs.<br>Sábado: 00:00 a 18:00 hrs.<br>Domingo: 10:00 a 16:00 hrs.<br>Festivos: 10:00 a 16:00 hrs.<br>', 'dia': 'Viernes: 09:30 a 19:30 hrs.<br>', 'turno': ''}"
5428,FARMACIAS KNOP,latorre nº1986,2,16,+5658112622,0,"{'semana': 'Lunes - Viernes: 10:00 a 20:00 hrs.<br>Sábado: 10:00 a 15:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 10:00 a 20:00 hrs.<br>', 'turno': ''}"
4214,FARMADAVILA,avenida santa maría 2010,15,1,+562327617,0,"{'semana': 'Lunes - Sábado: 10:00 a 21:00 hrs.<br>Domingo: 10:00 a 17:00 hrs.<br>', 'dia': 'Viernes: 10:00 a 21:00 hrs.<br>', 'turno': ''}"
3402,FARMAHORIZONTE,benjamin vicuña mackenna 538,15,1,+562253796,0,"{'semana': 'Lunes - Viernes: 09:30 a 20:30 hrs.<br>Sábado: 10:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:30 a 20:30 hrs.<br>', 'turno': ''}"
6361,FARMAHORRO,calle paris 3574,15,1,,0,"{'semana': 'Lunes - Sábado: 09:00 a 22:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
6026,FARMAHORRO,avenida senador luis valente rossi 2330 - 2332,15,1,+56954062050,0,"{'semana': 'Lunes - Viernes: 09:30 a 15:00 y 17:00 a 21:00 hrs.<br>Sábado: 10:00 a 15:00 y 17:00 a 21:00 hrs.<br>Domingo: 11:00 a 14:00 y 18:00 a 20:00 hrs.<br>Festivos: 11:00 a 14:00 y 18:00 a 20:00 hrs.<br>', 'dia': 'Viernes: 09:30 a 15:00 y 17:00 a 21:00 hrs.<br>', 'turno': ''}"
4955,FARMAHORRO,cancha rayada 3529,15,1,+56582219279,0,"{'semana': 'Lunes - Sábado: 09:00 a 21:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
7767,FARMALIFE,arturo prat n° 796,2,12,+569936197572,0,"{'semana': 'Sábado: 09:00 a 14:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
3349,FARMAX,avenida progreso 2000,1,5,+5657266402,1,"{'semana': 'Lunes - Domingo: 09:00 a 16:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 16:00 hrs.<br>', 'turno': ''}"
3403,FARMAX,avenida manuel castillo ibaceta 3431,15,1,+562227495,0,"{'semana': 'Lunes - Domingo: 09:00 a 18:00 hrs.<br>Festivos: 09:00 a 19:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 18:00 hrs.<br>', 'turno': ''}"
7597,FARMEDICAL,barros arana 2114,15,1,,0,"{'semana': 'Lunes - Sábado: 09:30 a 13:00 y 14:00 a 21:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:30 a 13:00 y 14:00 a 21:00 hrs.<br>', 'turno': ''}"
6194,FARMEDICAL,linderos 1217,15,1,+5673312901,0,"{'semana': 'Lunes - Sábado: 10:00 a 21:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 10:00 a 21:30 hrs.<br>', 'turno': ''}"
5723,GACEMA LOCAL N°3,av. pedro aguirre cerda nº 5900,2,12,,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
3354,GENESIS,avenida los aromos 3018 l 12,1,11,+56572490672,0,"{'semana': 'Lunes - Sábado: 09:00 a 20:00 hrs.<br>Domingo: 10:00 a 21:00 hrs.<br>Festivos: 10:00 a 21:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 20:00 hrs.<br>', 'turno': ''}"
6708,HERBALMED,thompson 601,1,5,+56988490453,0,"{'semana': 'Lunes - Viernes: 10:00 a 19:00 hrs.<br>Sábado: 12:00 a 17:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 10:00 a 19:00 hrs.<br>', 'turno': ''}"
3406,ISAIAS,cancha rayada 4136,15,1,+562219649,0,"{'semana': 'Lunes - Sábado: 08:30 a 22:00 hrs.<br>Domingo: 09:00 a 21:00 hrs.<br>Festivos: 09:00 a 21:00 hrs.<br>', 'dia': 'Viernes: 08:30 a 22:00 hrs.<br>', 'turno': ''}"
3254,ISAIAS  2,tucapel 2596,15,1,,0,"{'semana': 'Lunes - Sábado: 09:00 a 21:00 hrs.<br>Domingo: Cerrado<br>Festivos: 09:00 a 18:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
3378,ISAIAS 3,gregorio argomedo 832,15,1,+562211760,0,"{'semana': 'Lunes - Sábado: 09:00 a 21:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
3384,ISAIAS 4,san ignacio de loyola 1067,15,1,+562248737,0,"{'semana': 'Lunes - Sábado: 09:00 a 14:00 y 17:00 a 21:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 14:00 y 17:00 a 21:00 hrs.<br>', 'turno': ''}"
3379,JERUSALEM,balmaceda 272,1,9,+56954109335,0,"{'semana': 'Lunes - Sábado: 09:00 a 14:00 y 16:00 a 21:00 hrs.<br>Domingo: 10:00 a 14:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 14:00 y 16:00 a 21:00 hrs.<br>', 'turno': ''}"
7385,JUKU EXPRESS,cristóbal colón 461,15,1,,0,"{'semana': 'Lunes - Viernes: 09:00 a 19:00 hrs.<br>Sábado: 10:00 a 15:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 19:00 hrs.<br>', 'turno': ''}"
5160,KNOP,21 de mayo 320,15,1,+56224889599,0,"{'semana': 'Lunes - Viernes: 10:00 a 20:00 hrs.<br>Sábado: 10:00 a 15:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 10:00 a 20:00 hrs.<br>', 'turno': ''}"
7962,LA BOTICA,cristóbal colón 779,15,1,,0,"{'semana': 'Lunes - Sábado: 09:00 a 20:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 20:30 hrs.<br>', 'turno': ''}"
6359,LA BOTIKA SIN IGUAL,latorre n°2064,2,16,+569988460449,0,"{'semana': 'Lunes - Viernes: 09:00 a 21:30 hrs.<br>Sábado: 10:00 a 21:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 21:30 hrs.<br>', 'turno': ''}"
7143,LA ECONOMICA II,sucre 428 -430,2,12,+569962394475,1,"{'semana': 'Lunes - Viernes: 07:30 a 20:00 hrs.<br>Sábado: 09:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 07:30 a 20:00 hrs.<br>', 'turno': ''}"
3359,LAS AMERICAS,avenida las americas manzana 19 sitio 1 la pampa,1,11,+56572493467,0,"{'semana': 'Lunes - Viernes: 09:00 a 21:00 hrs.<br>Sábado: 10:00 a 21:00 hrs.<br>Domingo: 11:00 a 21:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
5606,LIGA CHILENA CONTRA LA EPILEPSIA,arturo prat n°272 local 6-b,2,12,+56552498804,0,"{'semana': 'Lunes - Viernes: 09:30 a 19:00 hrs.<br>Sábado: 10:00 a 13:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:30 a 19:00 hrs.<br>', 'turno': ''}"
4914,LIGA CHILENA CONTRA LA EPILEPSIA,"gorostiaga n° 451, iquique, region tarapaca",1,5,,0,"{'semana': 'Lunes - Viernes: 09:30 a 17:15 hrs.<br>Sábado: 09:30 a 13:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:30 a 17:15 hrs.<br>', 'turno': ''}"
6707,LOS ALAMOS,los castaños n° 2954,1,11,+56997746900,0,"{'semana': 'Lunes - Viernes: 08:00 a 16:00 hrs.<br>Sábado: 09:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 08:00 a 16:00 hrs.<br>', 'turno': ''}"
3408,M&M,tucapel 2119-a,15,1,+562264143,0,"{'semana': 'Lunes - Viernes: 17:00 a 21:00 hrs.<br>Sábado: 09:00 a 13:30 y 17:00 a 21:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 17:00 a 21:00 hrs.<br>', 'turno': ''}"
8146,MAICAO,eleuterio ramirez n° 1920,2,16,+56226944000,0,"{'semana': 'Lunes - Viernes: 10:00 a 19:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 10:00 a 19:00 hrs.<br>', 'turno': ''}"
6015,MAS SALUD,las torres 2662,15,1,+56979848365,0,"{'semana': 'Lunes - Sábado: 08:30 a 21:30 hrs.<br>Domingo: 10:00 a 14:00 y 16:00 a 20:30 hrs.<br>Festivos: 10:00 a 14:00 y 16:00 a 20:30 hrs.<br>', 'dia': 'Viernes: 08:30 a 21:30 hrs.<br>', 'turno': ''}"
